,ItemName,Category,Price,Tax,Date,Day,Time
287,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,11-11-2021,Thursday,10:48 AM
288,Chicken McNuggets - 20pc,Normal,5,0.35,10-26-2021,Tuesday,9:25 PM
289,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,11-11-2021,Thursday,0:20 AM
290,Sausage McGriddles - Meal,Breakfast,3.99,0.28,11-04-2021,Thursday,10:05 AM
291,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-25-2021,Monday,9:56 AM
292,Bacon McDouble,Value Menu,2.00,0.14,10-31-2021,Sunday,2:49 PM
293,Large French Fry,Value Menu,1.79,0.13,11-05-2021,Friday,10:06 AM
294,1 Hash Browns,Breakfast,1.00,0.07,11-03-2021,Wednesday,7:37 AM
295,Large French Fry,Value Menu,1.79,0.13,10-31-2021,Sunday,3:36 PM
296,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,11-05-2021,Friday,6:15 AM
297,Sausage Gravy & Biscuit,Breakfast,2.69,0.19,11-11-2021,Thursday,10:16 AM
298,Chicken McNuggets - 10pc,Normal,4.49,0.31,11-01-2021,Monday,4:31 PM
299,Sausage Gravy & Biscuit,Breakfast,2.69,0.19,11-06-2021,Saturday,8:33 AM
300,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-30-2021,Saturday,9:05 AM
301,Chicken McNuggets - 10pc,Normal,4.49,0.31,11-05-2021,Friday,4:35 PM
302,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-25-2021,Monday,3:03 PM
303,Double Cheeseburger - Meal,Normal,4.19,0.29,10-23-2021,Saturday,7:44 PM
304,Big Mac - Meal,Normal,5.69,0.4,10-24-2021,Sunday,10:59 AM
305,Bacon Clubhouse Burger - Meal,Normal,6.19,0.43,10-28-2021,Thursday,10:29 PM
306,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,11-07-2021,Sunday,5:12 PM
307,McDouble,Value Menu,1.19,0.08,10-30-2021,Saturday,4:42 PM
308,Big Mac - Meal,Normal,5.69,0.4,11-06-2021,Saturday,1:16 PM
309,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-27-2021,Wednesday,12:18 PM
310,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,10-31-2021,Sunday,10:06 AM
311,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-30-2021,Saturday,2:48 AM
312,2 Cheeseburgers,Normal,2.58,0.18,10-29-2021,Friday,7:54 PM
313,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-06-2021,Saturday,5:28 PM
314,McDouble,Value Menu,1.19,0.08,10-25-2021,Monday,6:11 AM
315,Sausage Burrito,Breakfast,1.00,0.07,10-30-2021,Saturday,7:31 AM
316,Bacon Cheddar McChicken,Value Menu,2.00,0.14,11-08-2021,Monday,7:08 PM
317,Bacon McDouble,Value Menu,2.00,0.14,10-30-2021,Saturday,6:23 PM
318,Quarter Pounder with Cheese,Normal,3.79,0.27,10-23-2021,Saturday,5:40 PM
319,Big Mac,Normal,3.99,0.28,11-06-2021,Saturday,11:26 PM
320,Big Mac,Normal,3.99,0.28,10-26-2021,Tuesday,3:58 PM
321,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-29-2021,Friday,3:51 AM
322,Bacon Habanero Ranch Quarter Pounder - Meal,Normal,5.79,0.41,10-26-2021,Tuesday,12:47 PM
323,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-22-2021,Friday,5:23 PM
324,Steak and Egg Burrito,Value Menu,1.79,0.13,10-31-2021,Sunday,4:55 PM
325,Chicken McNuggets - 10pc,Normal,4.49,0.31,11-04-2021,Thursday,12:01 PM
326,Sausage Biscuit,Breakfast,1.00,0.07,10-26-2021,Tuesday,0:48 AM
327,Filet-O-Fish,Normal,3.79,0.27,10-28-2021,Thursday,6:56 PM
328,Double Cheeseburger,Value Menu,1.59,0.11,10-22-2021,Friday,10:50 AM
329,Double Cheeseburger - Meal,Normal,4.19,0.29,10-31-2021,Sunday,8:43 PM
330,Big Mac,Normal,3.99,0.28,10-27-2021,Wednesday,3:33 PM
331,Chicken McNuggets - 20pc,Normal,5,0.35,11-10-2021,Wednesday,12:04 PM
332,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,11-10-2021,Wednesday,5:45 PM
333,"Bacon, Egg & Cheese Bagel",Breakfast,3.29,0.23,11-04-2021,Thursday,8:15 AM
334,Southern Style Chicken - Meal,Normal,5.59,0.39,11-11-2021,Thursday,2:10 PM
335,McDouble,Value Menu,1.19,0.08,11-06-2021,Saturday,11:15 AM
336,Double Cheeseburger,Value Menu,1.59,0.11,10-26-2021,Tuesday,10:35 PM
337,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,11-05-2021,Friday,4:38 AM
338,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,11-07-2021,Sunday,9:27 AM
339,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-22-2021,Friday,6:10 AM
340,Chicken McNuggets - 20pc,Normal,5,0.35,11-10-2021,Wednesday,1:25 PM
341,McChicken,Value Menu,1.00,0.07,11-09-2021,Tuesday,3:04 PM
342,Bacon Habanero Ranch Quarter Pounder - Meal,Normal,5.79,0.41,11-05-2021,Friday,1:05 PM
343,Big Mac - Meal,Normal,5.69,0.4,10-28-2021,Thursday,12:45 PM
344,Large French Fry,Value Menu,1.79,0.13,11-08-2021,Monday,5:07 PM
345,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,11-05-2021,Friday,5:07 AM
346,1 Hash Browns,Breakfast,1.00,0.07,10-25-2021,Monday,6:06 AM
347,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-22-2021,Friday,3:08 PM
348,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,11-06-2021,Saturday,7:16 AM
349,Large French Fry,Value Menu,1.79,0.13,11-03-2021,Wednesday,4:19 PM
350,McDouble,Value Menu,1.19,0.08,10-26-2021,Tuesday,1:32 PM
351,Small French Fry,Value Menu,1.19,0.08,11-01-2021,Monday,4:49 PM
352,McDouble,Value Menu,1.19,0.08,10-29-2021,Friday,10:08 AM
353,Deluxe Quarter Punder - Meal,Normal,5.79,0.41,10-25-2021,Monday,10:59 AM
354,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,11-01-2021,Monday,6:51 AM
355,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-23-2021,Saturday,11:14 AM
356,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-23-2021,Saturday,8:56 AM
357,Medium French Fry,Value Menu,1.59,0.11,10-27-2021,Wednesday,2:03 PM
358,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,10-22-2021,Friday,10:45 PM
359,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,11-05-2021,Friday,10:35 AM
360,Bacon McDouble,Value Menu,2.00,0.14,10-24-2021,Sunday,6:01 AM
361,Large French Fry,Value Menu,1.79,0.13,11-10-2021,Wednesday,5:55 PM
362,Buffalo Ranch McChicken,Value Menu,1.00,0.07,10-23-2021,Saturday,11:17 PM
363,Large French Fry,Value Menu,1.79,0.13,11-03-2021,Wednesday,6:40 PM
364,Double Cheeseburger - Meal,Normal,4.19,0.29,10-28-2021,Thursday,4:13 PM
365,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,11-08-2021,Monday,6:56 AM
366,Chicken McNuggets - 10pc,Normal,4.49,0.31,11-09-2021,Tuesday,3:07 PM
367,Egg McMuffin - Meal,Breakfast,3.99,0.28,10-27-2021,Wednesday,10:50 PM
368,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,10-30-2021,Saturday,12:48 PM
369,Sausage Gravy & Biscuit,Breakfast,2.69,0.19,11-07-2021,Sunday,8:27 AM
370,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-23-2021,Saturday,4:02 PM
371,Double Cheeseburger,Value Menu,1.59,0.11,11-08-2021,Monday,4:33 PM
372,Bacon & Cheese Quarter Pounder,Normal,4.09,0.29,10-27-2021,Wednesday,10:14 AM
373,Chicken McNuggets - 20pc,Normal,5,0.35,10-23-2021,Saturday,5:14 PM
374,McChicken,Value Menu,1.00,0.07,10-28-2021,Thursday,9:06 PM
375,McChicken,Value Menu,1.00,0.07,11-06-2021,Saturday,11:20 PM
376,2 Cheeseburgers,Normal,2.58,0.18,11-10-2021,Wednesday,4:34 PM
377,Southern Style Chicken - Meal,Normal,5.59,0.39,10-28-2021,Thursday,8:50 PM
378,Medium French Fry,Value Menu,1.59,0.11,11-10-2021,Wednesday,1:07 PM
379,Quarter Pounder with Cheese,Normal,3.79,0.27,10-24-2021,Sunday,6:42 PM
380,Chicken McNuggets - 20pc,Normal,5,0.35,10-24-2021,Sunday,9:05 AM
381,BBQ Ranch Burger,Value Menu,1.00,0.07,11-08-2021,Monday,2:04 PM
382,Chicken Snack Wrap (Grilled) (Honey Mustard),Value Menu,1.69,0.12,11-10-2021,Wednesday,4:12 PM
383,McDouble,Value Menu,1.19,0.08,10-24-2021,Sunday,11:15 PM
384,Quarter Pounder with Cheese,Normal,3.79,0.27,10-25-2021,Monday,8:57 PM
385,Egg McMuffin,Breakfast,2.79,0.2,10-28-2021,Thursday,8:15 AM
386,Double Filet-O-Fish - Meal,Normal,6.39,0.45,10-27-2021,Wednesday,9:55 AM
387,2 Cheeseburgers - Meal,Normal,4.89,0.34,11-09-2021,Tuesday,10:00 AM
388,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-29-2021,Friday,2:20 AM
389,Steak and Egg Burrito,Value Menu,1.79,0.13,10-28-2021,Thursday,2:38 PM
390,Premium Chicken Bacon Clubhouse (Grilled or Crispy),Normal,4.49,0.31,11-07-2021,Sunday,7:30 PM
391,Small French Fry,Value Menu,1.19,0.08,10-31-2021,Sunday,4:28 AM
392,"Bacon, Egg & Cheese McGriddles",Breakfast,3.29,0.23,11-04-2021,Thursday,4:03 AM
393,"Sausage, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-30-2021,Saturday,11:15 AM
394,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,11-02-2021,Tuesday,6:39 PM
395,Deluxe Quarter Punder - Meal,Normal,5.79,0.41,10-22-2021,Friday,8:49 PM
396,Medium French Fry,Value Menu,1.59,0.11,11-10-2021,Wednesday,10:41 AM
397,Big Mac,Normal,3.99,0.28,11-01-2021,Monday,8:22 PM
398,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,11-01-2021,Monday,5:11 PM
399,Egg McMuffin,Breakfast,2.79,0.2,10-27-2021,Wednesday,7:56 AM
400,Sausage Burrito,Breakfast,1.00,0.07,10-24-2021,Sunday,1:28 AM
401,2 Cheeseburgers,Normal,2.58,0.18,10-31-2021,Sunday,7:59 PM
402,Big Mac,Normal,3.99,0.28,10-29-2021,Friday,4:25 PM
403,Medium French Fry,Value Menu,1.59,0.11,10-22-2021,Friday,3:06 PM
404,Chicken Snack Wrap (Crispy) (Honey Mustard),Value Menu,1.69,0.12,10-28-2021,Thursday,9:05 AM
405,Sausage McGriddles - Meal,Breakfast,3.99,0.28,10-23-2021,Saturday,4:52 AM
406,McChicken,Value Menu,1.00,0.07,10-31-2021,Sunday,3:24 PM
407,Double Filet-O-Fish - Meal,Normal,6.39,0.45,11-02-2021,Tuesday,7:36 PM
408,Big Mac - Meal,Normal,5.69,0.4,11-07-2021,Sunday,12:06 PM
409,Double Cheeseburger,Value Menu,1.59,0.11,11-03-2021,Wednesday,12:29 PM
410,Large French Fry,Value Menu,1.79,0.13,10-29-2021,Friday,2:20 PM
411,Double Cheeseburger - Meal,Normal,4.19,0.29,10-27-2021,Wednesday,1:12 PM
412,Sausage Biscuit with Egg,Breakfast,2.79,0.2,11-04-2021,Thursday,9:11 AM
413,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,11-11-2021,Thursday,8:43 AM
414,"Bacon, Egg & Cheese McGriddles",Breakfast,3.29,0.23,10-29-2021,Friday,5:24 AM
415,Medium French Fry,Value Menu,1.59,0.11,10-23-2021,Saturday,9:35 PM
416,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,11-10-2021,Wednesday,8:44 PM
417,McDouble,Value Menu,1.19,0.08,10-22-2021,Friday,4:44 PM
418,Southern Style Chicken - Meal,Normal,5.59,0.39,10-23-2021,Saturday,5:24 PM
419,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-25-2021,Monday,7:14 AM
420,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,10-25-2021,Monday,2:51 PM
421,Bacon McDouble,Value Menu,2.00,0.14,10-25-2021,Monday,11:43 AM
422,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,11-06-2021,Saturday,3:56 PM
423,McChicken,Value Menu,1.00,0.07,11-03-2021,Wednesday,1:08 PM
424,Large French Fry,Value Menu,1.79,0.13,10-23-2021,Saturday,3:35 PM
425,McChicken,Value Menu,1.00,0.07,11-04-2021,Thursday,4:17 PM
426,Small French Fry,Value Menu,1.19,0.08,11-07-2021,Sunday,6:55 AM
427,Small French Fry,Value Menu,1.19,0.08,11-06-2021,Saturday,2:38 PM
428,Big Mac,Normal,3.99,0.28,10-25-2021,Monday,11:56 PM
429,Steak and Egg Burrito,Value Menu,1.79,0.13,11-01-2021,Monday,12:43 PM
430,Medium French Fry,Value Menu,1.59,0.11,10-22-2021,Friday,12:32 PM
431,Double Cheeseburger - Meal,Normal,4.19,0.29,10-29-2021,Friday,5:20 PM
432,Chicken Ranch BLT (Grilled or Crispy) - Meal,Normal,5.99,0.42,10-24-2021,Sunday,5:09 PM
433,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-28-2021,Thursday,3:30 PM
434,Egg White Delight McMuffin,Breakfast,2.79,0.2,11-05-2021,Friday,1:13 AM
435,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-22-2021,Friday,4:18 PM
436,Medium French Fry,Value Menu,1.59,0.11,10-23-2021,Saturday,4:06 PM
437,Double Cheeseburger,Value Menu,1.59,0.11,11-10-2021,Wednesday,5:06 PM
438,Chicken Snack Wrap (Crispy) (Chipolte BBQ),Value Menu,1.69,0.12,10-30-2021,Saturday,2:34 PM
439,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-31-2021,Sunday,1:05 PM
440,Club Chicken (Grilled or Crispy),Normal,4.49,0.31,11-04-2021,Thursday,3:45 PM
441,Buffalo Ranch McChicken,Value Menu,1.00,0.07,10-28-2021,Thursday,10:48 AM
442,"Bacon, Egg & Cheese Biscuit",Breakfast,3.19,0.22,10-27-2021,Wednesday,7:21 AM
443,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,11-11-2021,Thursday,2:08 PM
444,Southern Style Chicken,Normal,3.89,0.27,10-24-2021,Sunday,1:46 PM
445,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,10-22-2021,Friday,1:27 PM
446,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,11-11-2021,Thursday,12:19 PM
447,Double Quarter Pounder with Cheese,Normal,4.79,0.34,11-06-2021,Saturday,3:09 PM
448,Southern Style Chicken - Meal,Normal,5.59,0.39,10-27-2021,Wednesday,8:53 AM
449,Sausage Biscuit,Breakfast,1.00,0.07,10-31-2021,Sunday,0:59 AM
450,Bacon McDouble,Value Menu,2.00,0.14,11-10-2021,Wednesday,1:49 PM
451,Double Quarter Pounder with Cheese - Meal,Normal,6.49,0.45,11-04-2021,Thursday,3:54 PM
452,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-27-2021,Wednesday,3:44 PM
453,Double Filet-O-Fish - Meal,Normal,6.39,0.45,11-07-2021,Sunday,9:51 AM
454,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,10-26-2021,Tuesday,3:03 PM
455,Double Quarter Pounder with Cheese,Normal,4.79,0.34,10-30-2021,Saturday,7:28 AM
456,Medium French Fry,Value Menu,1.59,0.11,10-22-2021,Friday,2:01 PM
457,Filet-O-Fish,Normal,3.79,0.27,10-23-2021,Saturday,2:08 PM
458,BBQ Ranch Burger,Value Menu,1.00,0.07,11-03-2021,Wednesday,2:23 PM
459,Small French Fry,Value Menu,1.19,0.08,10-23-2021,Saturday,1:09 PM
460,"Bacon, Egg & Cheese Biscuit",Breakfast,3.19,0.22,11-09-2021,Tuesday,2:55 AM
461,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,11-10-2021,Wednesday,2:50 PM
462,Big Mac - Meal,Normal,5.69,0.4,11-10-2021,Wednesday,1:45 PM
463,Southern Style Chicken,Normal,3.89,0.27,11-06-2021,Saturday,7:39 PM
464,Chicken Ranch BLT (Grilled or Crispy),Normal,4.29,0.3,11-07-2021,Sunday,3:20 PM
465,Large French Fry,Value Menu,1.79,0.13,11-04-2021,Thursday,12:30 PM
466,Sausage Gravy & Biscuit - Meal,Breakfast,4.59,0.32,11-11-2021,Thursday,9:31 AM
467,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,10-23-2021,Saturday,11:07 AM
468,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-24-2021,Sunday,0:02 AM
469,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-30-2021,Saturday,11:20 AM
470,Buffalo Ranch McChicken,Value Menu,1.00,0.07,10-25-2021,Monday,5:33 PM
471,Chicken McNuggets - 20pc,Normal,5,0.35,10-24-2021,Sunday,9:52 AM
472,Medium French Fry,Value Menu,1.59,0.11,10-27-2021,Wednesday,9:55 PM
473,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-25-2021,Monday,10:39 PM
474,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,10-26-2021,Tuesday,12:19 PM
475,Classic Chicken (Grilled or Crispy) - Meal,Normal,5.89,0.41,11-03-2021,Wednesday,3:59 AM
476,Medium French Fry,Value Menu,1.59,0.11,11-06-2021,Saturday,2:46 PM
477,McChicken,Value Menu,1.00,0.07,11-05-2021,Friday,4:31 PM
478,1 Hash Browns,Breakfast,1.00,0.07,10-26-2021,Tuesday,11:47 AM
479,Small French Fry,Value Menu,1.19,0.08,11-07-2021,Sunday,4:45 PM
480,2 Cheeseburgers - Meal,Normal,4.89,0.34,10-27-2021,Wednesday,6:25 PM
481,Double Cheeseburger - Meal,Normal,4.19,0.29,10-23-2021,Saturday,9:38 PM
482,Double Quarter Pounder with Cheese,Normal,4.79,0.34,11-11-2021,Thursday,4:59 AM
483,Chicken Snack Wrap (Crispy) (Chipolte BBQ),Value Menu,1.69,0.12,11-04-2021,Thursday,5:54 PM
484,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,11-10-2021,Wednesday,5:49 PM
485,Large French Fry,Value Menu,1.79,0.13,11-01-2021,Monday,12:20 PM
486,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,11-04-2021,Thursday,12:22 PM
487,McChicken,Value Menu,1.00,0.07,10-24-2021,Sunday,10:43 AM
488,Grilled Onion Cheddar,Value Menu,1.00,0.07,10-31-2021,Sunday,10:03 AM
489,2 Cheeseburgers,Normal,2.58,0.18,10-27-2021,Wednesday,4:20 PM
490,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,11-05-2021,Friday,7:14 PM
491,"Bacon, Egg & Cheese Bagel - Meal",Breakfast,4.49,0.31,10-29-2021,Friday,6:19 AM
492,Small French Fry,Value Menu,1.19,0.08,11-02-2021,Tuesday,7:53 AM
493,Buffalo Ranch McChicken,Value Menu,1.00,0.07,10-31-2021,Sunday,3:06 PM
494,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,10-30-2021,Saturday,8:17 AM
495,Sausage Biscuit with Egg - Meal,Breakfast,3.99,0.28,10-31-2021,Sunday,10:50 AM
496,1 Hash Browns,Breakfast,1.00,0.07,11-05-2021,Friday,7:32 AM
497,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,11-04-2021,Thursday,6:07 PM
498,Egg White Delight McMuffin,Breakfast,2.79,0.2,11-11-2021,Thursday,11:56 AM
499,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,10-25-2021,Monday,5:18 PM
500,Sausage McMuffin,Breakfast,1.00,0.07,11-10-2021,Wednesday,10:52 AM
501,Chicken McNuggets - 10pc,Normal,4.49,0.31,11-08-2021,Monday,8:30 PM
502,Sausage McMuffin with Egg - Meal,Breakfast,4.19,0.29,10-24-2021,Sunday,7:30 AM
503,Deluxe Quarter Punder - Meal,Normal,5.79,0.41,11-10-2021,Wednesday,1:21 AM
504,Small French Fry,Value Menu,1.19,0.08,11-08-2021,Monday,5:00 PM
505,Bacon Habanero Ranch Quarter Pounder - Meal,Normal,5.79,0.41,10-26-2021,Tuesday,4:53 PM
506,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,10-22-2021,Friday,5:03 PM
507,Premium Chicken Bacon Clubhouse (Grilled or Crispy),Normal,4.49,0.31,11-11-2021,Thursday,6:19 AM
508,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,11-06-2021,Saturday,9:13 AM
509,"Bacon, Egg & Cheese McGriddles - Meal",Breakfast,4.49,0.31,11-03-2021,Wednesday,5:00 PM
510,Big Mac - Meal,Normal,5.69,0.4,10-29-2021,Friday,3:33 PM
511,BBQ Ranch Burger,Value Menu,1.00,0.07,11-02-2021,Tuesday,4:44 PM
512,Southern Style Chicken,Normal,3.89,0.27,11-08-2021,Monday,3:58 PM
513,Chicken Snack Wrap (Grilled) (Ranch),Value Menu,1.69,0.12,11-04-2021,Thursday,8:49 PM
514,Double Cheeseburger,Value Menu,1.59,0.11,10-24-2021,Sunday,2:03 AM
515,Big Mac,Normal,3.99,0.28,10-24-2021,Sunday,12:18 PM
516,Chicken Snack Wrap (Crispy) (Ranch),Value Menu,1.69,0.12,11-06-2021,Saturday,9:19 AM
517,Bacon McDouble,Value Menu,2.00,0.14,11-10-2021,Wednesday,12:16 PM
518,Big Mac,Normal,3.99,0.28,10-24-2021,Sunday,3:13 PM
519,Small French Fry,Value Menu,1.19,0.08,11-10-2021,Wednesday,7:51 AM
520,Small French Fry,Value Menu,1.19,0.08,11-09-2021,Tuesday,3:43 AM
521,Medium French Fry,Value Menu,1.59,0.11,11-03-2021,Wednesday,9:36 AM
522,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,11-01-2021,Monday,3:08 PM
523,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,11-11-2021,Thursday,3:19 PM
524,Deluxe Quarter Punder,Normal,4.09,0.29,11-07-2021,Sunday,3:12 PM
525,2 Cheeseburgers - Meal,Normal,4.89,0.34,11-11-2021,Thursday,2:08 PM
526,Steak and Egg Burrito,Value Menu,1.79,0.13,10-22-2021,Friday,4:56 PM
527,Medium French Fry,Value Menu,1.59,0.11,11-11-2021,Thursday,5:30 PM
528,Sausage McMuffin with Egg - Meal,Breakfast,4.19,0.29,11-01-2021,Monday,9:26 AM
529,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-29-2021,Friday,4:30 PM
530,"Bacon, Egg & Cheese Biscuit",Breakfast,3.19,0.22,10-30-2021,Saturday,8:19 AM
531,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,10-27-2021,Wednesday,3:23 PM
532,Filet-O-Fish,Normal,3.79,0.27,11-03-2021,Wednesday,1:06 AM
533,Classic Chicken (Grilled or Crispy),Normal,4.19,0.29,11-03-2021,Wednesday,8:25 PM
534,Sausage Gravy & Biscuit,Breakfast,2.69,0.19,11-03-2021,Wednesday,6:07 AM
535,Large French Fry,Value Menu,1.79,0.13,11-08-2021,Monday,1:47 PM
536,Bacon & Cheese Quarter Pounder - Meal,Normal,5.79,0.41,11-11-2021,Thursday,10:12 PM
537,Southern Style Chicken - Meal,Normal,5.59,0.39,10-30-2021,Saturday,0:34 AM
538,Big Mac - Meal,Normal,5.69,0.4,10-31-2021,Sunday,4:07 PM
539,BBQ Ranch Burger,Value Menu,1.00,0.07,10-30-2021,Saturday,10:16 AM
540,Egg McMuffin,Breakfast,2.79,0.2,10-29-2021,Friday,6:12 AM
541,Small French Fry,Value Menu,1.19,0.08,11-10-2021,Wednesday,5:53 AM
542,Small French Fry,Value Menu,1.19,0.08,11-10-2021,Wednesday,11:24 PM
543,Bacon Habanero Ranch Quarter Pounder,Normal,4.09,0.29,10-27-2021,Wednesday,3:22 PM
544,Double Cheeseburger - Meal,Normal,4.19,0.29,10-25-2021,Monday,6:04 AM
545,Chicken McNuggets Meal - 10pc,Normal,6.19,0.43,10-24-2021,Sunday,7:06 PM
546,Egg McMuffin,Breakfast,2.79,0.2,10-22-2021,Friday,9:38 AM
547,"Bacon, Egg & Cheese Biscuit - Meal",Breakfast,4.39,0.31,10-24-2021,Sunday,8:53 AM
548,Premium Chicken Bacon Clubhouse (Grilled or Crispy) - Meal,Normal,6.19,0.43,11-10-2021,Wednesday,11:58 PM
549,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-23-2021,Saturday,8:44 PM
550,BBQ Ranch Burger,Value Menu,1.00,0.07,10-25-2021,Monday,1:37 PM
551,Small French Fry,Value Menu,1.19,0.08,11-03-2021,Wednesday,1:57 PM
552,Bacon Cheddar McChicken,Value Menu,2.00,0.14,10-22-2021,Friday,11:52 AM
553,2 Cheeseburgers,Normal,2.58,0.18,10-22-2021,Friday,10:32 PM
554,Steak and Egg Burrito,Value Menu,1.79,0.13,10-25-2021,Monday,12:00 PM
555,McChicken,Value Menu,1.00,0.07,10-22-2021,Friday,6:27 AM
556,Quarter Pounder with Cheese,Normal,3.79,0.27,11-03-2021,Wednesday,12:56 PM
557,1 Hash Browns,Breakfast,1.00,0.07,10-31-2021,Sunday,9:17 AM
558,Egg White Delight McMuffin,Breakfast,2.79,0.2,11-10-2021,Wednesday,6:50 AM
559,Medium French Fry,Value Menu,1.59,0.11,10-23-2021,Saturday,3:02 PM
560,Bacon Cheddar McChicken,Value Menu,2.00,0.14,11-01-2021,Monday,8:47 PM
561,Chicken Snack Wrap (Grilled) (Chipolte BBQ),Value Menu,1.69,0.12,11-09-2021,Tuesday,6:19 PM
562,Bacon Buffalo Ranch McChicken,Value Menu,2.00,0.14,10-27-2021,Wednesday,2:42 PM
563,Double Cheeseburger,Value Menu,1.59,0.11,10-29-2021,Friday,6:50 AM
564,Big Mac - Meal,Normal,5.69,0.4,10-22-2021,Friday,3:56 PM
565,Club Chicken (Grilled or Crispy) - Meal,Normal,6.19,0.43,11-05-2021,Friday,8:35 AM
566,2 McGriddles Cakes,Breakfast,1.00,0.07,11-02-2021,Tuesday,11:50 AM
567,Quarter Pounder with Cheese - Meal,Normal,5.49,0.38,10-30-2021,Saturday,1:41 PM
568,Medium French Fry,Value Menu,1.59,0.11,11-01-2021,Monday,1:30 AM
569,Southern Style Chicken,Normal,3.89,0.27,11-04-2021,Thursday,1:50 PM
570,Sausage Biscuit with Egg,Breakfast,2.79,0.2,11-01-2021,Monday,4:48 AM
571,Big Mac,Normal,3.99,0.28,11-02-2021,Tuesday,4:11 PM
572,Egg White Delight McMuffin - Meal,Breakfast,3.99,0.28,11-04-2021,Thursday,7:43 AM
573,Southern Style Chicken,Normal,3.89,0.27,11-08-2021,Monday,2:23 PM
